"Priority","Case ref","Case Age Old","Status","Sub Region Name","Machine Down Status","End User Name","MD Duration","HP Product","Case Subject","Assignment group","Escalation Level","Case Category","Case Subcategory","External Comments","Internal comments","Closure Note          (Customer Visible)","Closure Note         (Internal)","Customer Feedback","CSAT Customer Survey Score","Cause Code L1","Cause Code L2","Cause Code L3"
"3 - Moderate","CS21539788","12720","Work In Progress","AP","Not MD","SEJOONG INDUSTRY CO.,LTD","0","HP PWI T400S","XS279/phone/Y+8 d0 and Y-8 d1 image shifting","WW PWP RS","Care Center","Break & Fix","Print Quality","2025-12-03 08:36 - System Administrator (External Comments)
Thank you for subscribing to HP xRServices. HP experts may reach out to utilize your xR device (HoloLens) for remote diagnosis, troubleshooting, inspection, or supervision. Ensure your device is updated, charged and readily accessible for an optimal experience. Appreciate your cooperation!   [code]<a href=""https://www.printos.com/knowledge-zone/#/view/asset/210807"" target=""_blank"">xRServices_guide</a>[/code]

","","","","","","","",""
"3 - Moderate","CS21536812","74340","New","NA West","","Institute for Excellence in Writing; Tulsa Office","0","HP PWI A2200","DP50/NBF/Preventive Maintenance to Be Performed By FSE","AMS PWI Preventative Maintenance","","PM","","","2025-12-02 15:52 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=555b60c6972df250cc16b266f053af43'target='_blank'> CSTASK0382263</a>[/code] has been created

2025-12-02 15:29 - Rodrigo Juarez (RSE) (Internal comments)
Hello,
Could you please assist me in case and WO creation for the attached list of presses. 
All identical case creation, XX in total, with the Latest Start Date Time Customer 30 days from the date of WO creation at 5pm.


New Case
Activity Type : Preventive Maintenance
Priority           : 3 - Normal
Severity          : 3 – Normal
Case Type:   Proactive
Issue Description  : (Press ID) Preventive Maintenance
Symptom Code (Top Category) :  Graphics : PWP: Press
Symptom Code (Sub Category) :  PM / Part Order / Training / Onsite
System Code (Specific Symptom) : Preventive Maintenance Required ( PM / Part Order / Training /Onsite )
Type Of Order Needed : New Work Order
Incident type: Preventative Maintenance 
Work Order Description: (Press ID) Preventative Maintenance 
Work Order Type: Preventative Maintenance


All cases are for "" Preventive Maintenance to Be Performed By FSE""

","","","","","","",""
"2 - High","CS21540608","7020","Work In Progress","NA East","MD","Digipress, Inc DBA Spire","0","HP PWI T200","MP31A - Phone - FSE needed","WW PWP RS","Field","Break & Fix","Press Hardware - Other","","2025-12-03 10:24 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=65c928dec32dfa504fa5dd1f0501318d'target='_blank'> CSTASK0382571</a>[/code] has been created

2025-12-03 10:17 - Francisco Javier Gargallo Rey (DFE) (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=83286c1a3b61ba50dba7da2a85e45a90'target='_blank'> CSTASK0382568</a>[/code] has been created

","","","","","","",""
"3 - Moderate","CS21538612","43320","New","NA East","Not MD","Instant Web","0","HP PWI T250HD","MP487A/BF/Disconnect on Rits is not turning on and allowing power to it","AMS PWP T2","Field","Break & Fix","Press Hardware - Other","2025-12-03 00:06 - System Administrator (External Comments)
Thank you for subscribing to HP xRServices. HP experts may reach out to utilize your xR device (HoloLens) for remote diagnosis, troubleshooting, inspection, or supervision. Ensure your device is updated, charged and readily accessible for an optimal experience. Appreciate your cooperation!   [code]<a href=""https://www.printos.com/knowledge-zone/#/view/asset/210807"" target=""_blank"">xRServices_guide</a>[/code]

","2025-12-03 00:23 - Ariel Arroyo (BOA) (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=7000eec2c3e57a5069585223e40131ad'target='_blank'> CSTASK0382495</a>[/code] has been created

2025-12-03 00:10 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=bb3d124ac3293e5092739daf050131d0'target='_blank'> CSTASK0382489</a>[/code] has been created

2025-12-03 00:06 - Ariel Arroyo (BOA) (Internal comments)


From: Smartsheet Automation <automation@app.smartsheet.com> 
Sent: Tuesday, December 2, 2025 5:04 PM
To: PWP Tier0 Support <dispatchihps@hp.com>
Subject: Changes to Case Request Form: IPCS New Case Request Form

CAUTION: External Email 
 
 		


Changes to Case Request Form: IPCS New Case Request Form



 
 	 	Case Request Form 
 


 
 		 	 
 	Details 	Changes since 12/2/25, 3:01 PM	 
 		 	 
 	1 row added
________________________________________
 	1 row added or updated (shown in yellow) 
	Row 3146
	
Hide this field		
Created		12/02/25, 3:01 PM
Asset Tag		MP487
Region		East
Submitted By:		jeff dombrowski
Type of Request		Case Request
Type of Case Needed		New Case
Asset & Company Name		MP487 Instant Web, LLC
Issue Description/Case Subject		Disconnect on Rits is not turning on and allowing power to it.
Case Priority		Medium - Critical Degraded
Customer Contact Name		Lance D
Customer Contact Phone Number		
Case Sub Category		IDS/ RITS
Customer Case ID (CDAX / SNOW Case ID)		
Type of Follow up Needed		
Type of Order Needed		New Work Order with Parts
Symptom Code		
From Date (One Work Order per Day)		12/03/25
TIll Date		12/03/25
Additional Note		
Trouble Shooting Actions		
Additional Email Address to Notify		
1. SAP Part Number		CR060-60026
1. Part Description		Disconnect Assy
Shipment Priority		Normal
1. Part Quantity		1
2. SAP Part Number 		
2. Part Description		
2. Part Quantity		
3. SAP Part Number		
3. Part Description		
3. Part Quantity		
Repeat issue 		
If Repeat Issue then enter time frame.		
Case Category		
Product Line		UN
Channel		HP Inc
4. SAP Part Number		
4. Part Description		
4. Part Quantity		
5. SAP Part Number		
5. Part Description		
5. Part Quantity		

 	Changes made by web-form@smartsheet.com

________________________________________
You are receiving this email because you are subscribed to a workflow ""IPCS New Case Request Form"" (ID# 1510925338470276) on sheet Case Request Form 
Exclude your changes from all notifications | Unsubscribe 
Powered by Smartsheet Inc. | Privacy Policy | Report Abuse/Spam 
—‒‒–—‐—–—‒–‐—‐‐– ‒  
 
 


","","","","","","",""
"3 - Moderate","CS21538546","46200","Work In Progress","NA West","Not MD","Freedom Graphic Systems","0","HP PWI T350","SP31/Proactive/RIP2 Cache Battery","WW PWP RS","Care Center","Break & Fix","Compute System HW","2025-12-02 23:18 - Dustin Dang (RSE) (External Comments)
2025-11-21 05:46:43.799		Freedom Graphic	SP31	rip2	RAID CRITICAL - HP Smart Array Failed: Smart Array P420i in Slot 0 (Embedded) Controller Status: OK Cache Status: Permanently Disabled Battery/Capacitor Status: Failed (Replace Batteries/Capacitors)	ProLiant DL360p Gen8	USE42933HH	NA	Milton WI United States	Gen8


","2025-12-02 23:30 - Dustin Dang (RSE) (Internal comments)
SV1816363

","","","","","","",""
"3 - Moderate","CS21532558","129300","New","NA West","Not MD","Xpressdocs Partners, Ltd.","0","HP PWI A2200","DP69/BF/ Broken water supply gauge","AMS PWP T2","Field","Break & Fix","Press Hardware - Other","","2025-12-02 00:19 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=d7c595f5c3617e109db2b610a0013187'target='_blank'> CSTASK0381992</a>[/code] has been created

2025-12-02 00:13 - Angelica Luna (Internal comments)
From: Smartsheet Automation <automation@app.smartsheet.com> 
Sent: Monday, December 1, 2025 5:05 PM
To: PWP Tier0 Support <dispatchihps@hp.com>
Subject: Changes to Case Request Form: IPCS New Case Request Form

CAUTION: External Email 
 
 		


Changes to Case Request Form: IPCS New Case Request Form



 
 	 	Case Request Form 
 


 
 		 	 
 	Details 	Changes since 12/1/25, 3:02 PM	 
 		 	 
 	1 row added
________________________________________
 	1 row added or updated (shown in yellow) 
	Row 3126
	
Hide this field		
Created		12/01/25, 3:02 PM
Asset Tag		DP69
Region		West
Submitted By:		John Torres John.torres@bhemail.com 817-271-9725

Type of Request		Case Request
Type of Case Needed		New Case
Asset & Company Name		DP69 Xpressdocs Partners, Ltd.
Issue Description/Case Subject		Broken water supply gauge
Case Priority		Low - Normal
Customer Contact Name		John Torres
Customer Contact Phone Number		+1 (817) 271-9725
Case Sub Category		Press Hardware
Customer Case ID (CDAX / SNOW Case ID)		
Type of Follow up Needed		
Type of Order Needed		New Work Order with Parts
Symptom Code		
From Date (One Work Order per Day)		12/02/25
TIll Date		
Additional Note		
Trouble Shooting Actions		
Additional Email Address to Notify		
1. SAP Part Number		0100-6458
1. Part Description		Gauge pressure 3.5,025in NPT 160 psi
Shipment Priority		Normal
1. Part Quantity		1
2. SAP Part Number 		
2. Part Description		
2. Part Quantity		
3. SAP Part Number		
3. Part Description		
3. Part Quantity		
Repeat issue 		Yes
If Repeat Issue then enter time frame.		
Case Category		
Product Line		UN
Channel		HP Inc
4. SAP Part Number		
4. Part Description		
4. Part Quantity		
5. SAP Part Number		
5. Part Description		
5. Part Quantity		

 	Changes made by web-form@smartsheet.com



","","","","","","",""
"3 - Moderate","CS21538511","48360","New","NA East","","Lightning Source, Inc","0","HP PWI T240HD","MP351/NBF/Preventative maintenance due","AMS PWI T0","","PM","","","2025-12-02 22:51 - Rodrigo Juarez (RSE) (Internal comments)
A new Onsite case has been created according to the following details:
 
Customer:  Lightning Source, Inc
Press: MP351
Severity: 3-Query
SNOW Case: CS21538511
CDAX Case: 5152513630
Work Order: WO-032704714
Problem Description: Preventative maintenance due

2025-12-02 22:49 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=a3ca4206c36df650197db4511501313d'target='_blank'> CSTASK0382465</a>[/code] has been created

2025-12-02 22:42 - Rodrigo Juarez (RSE) (Internal comments)
From: Smartsheet Automation <automation@app.smartsheet.com> 
Sent: Tuesday, December 2, 2025 3:35 PM
To: PWP Tier0 Support <dispatchihps@hp.com>
Subject: Changes to Case Request Form: IPCS New Case Request Form

CAUTION: External Email 
 
 		


Changes to Case Request Form: IPCS New Case Request Form



 
 	 	Case Request Form 
 


 
 		 	 
 	Details 	Changes since 12/2/25, 1:32 PM	 
 		 	 
 	1 row added
________________________________________
 	1 row added or updated (shown in yellow) 
	Row 3142
	
Hide this field		
Created		12/02/25, 1:32 PM
Asset Tag		MP355
Region		West
Submitted By:		Jeff Rielley, jeffrey.rielley@bhemail.com, 615-977-9630
Type of Request		Case Request
Type of Case Needed		New Case
Asset & Company Name		MP355 Lightning Source
Issue Description/Case Subject		Preventative maintenance due
Case Priority		Low - Normal
Customer Contact Name		Jeff Rielley
Customer Contact Phone Number		+1 (615) 462-1779
Case Sub Category		Preventative Maintenance
Customer Case ID (CDAX / SNOW Case ID)		
Type of Follow up Needed		
Type of Order Needed		New Work Order
Symptom Code		
From Date (One Work Order per Day)		12/01/25
TIll Date		
Additional Note		
Trouble Shooting Actions		
Additional Email Address to Notify		
1. SAP Part Number		
1. Part Description		
Shipment Priority		
1. Part Quantity		
2. SAP Part Number 		
2. Part Description		
2. Part Quantity		
3. SAP Part Number		
3. Part Description		
3. Part Quantity		
Repeat issue 		No
If Repeat Issue then enter time frame.		
Case Category		
Product Line		UN
Channel		HP Inc
4. SAP Part Number		
4. Part Description		
4. Part Quantity		
5. SAP Part Number		
5. Part Description		
5. Part Quantity		

 	Changes made by web-form@smartsheet.com

________________________________________
You are receiving this email because you are subscribed to a workflow ""IPCS New Case Request Form"" (ID# 1510925338470276) on sheet Case Request Form 
Exclude your changes from all notifications | Unsubscribe 
Powered by Smartsheet Inc. | Privacy Policy | Report Abuse/Spam 
‒‐‒—‒‐‐— ‒‒–‐—‒–‒ —–
 
 


","","","","","","",""
"3 - Moderate","CS21538800","37020","Resolved","NA West","Not MD","AMAZON (HI02-MOD)","0","HP PWI T240HD","MP498 - Visibility Only: Web Breaks in Dryer ","WW PWP RS","Care Center","Break & Fix","3rd Party Inline Devices","2025-12-03 01:55 - Tom Koch (RSE) (External Comments)
Closure notes: Adjusted splicer to help limit web breaks. case for visibility only.

2025-12-03 01:51 - System Administrator (External Comments)
Thank you for subscribing to HP xRServices. HP experts may reach out to utilize your xR device (HoloLens) for remote diagnosis, troubleshooting, inspection, or supervision. Ensure your device is updated, charged and readily accessible for an optimal experience. Appreciate your cooperation!   [code]<a href=""https://www.printos.com/knowledge-zone/#/view/asset/210807"" target=""_blank"">xRServices_guide</a>[/code]

","","Adjusted splicer to help limit web breaks. case for visibility only.","","","","3rd Party Inline Devices","Hunkeler Winder Issue","Changed Parameters"
"3 - Moderate","CS21536792","74520","New","NA West","","Frederic Printing An RR Donnelly","0","HP PWI T240HD","MP388/NBF/Preventive Maintenance","AMS PWI Preventative Maintenance","","PM","","","2025-12-02 15:28 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=74e560cec3253650197db45115013199'target='_blank'> CSTASK0382248</a>[/code] has been created

","","","","","","",""
"3 - Moderate","CS21533062","110760","Work In Progress","AP","Not MD","Markono Print","0","HP PWI T250HD","MP513 PreRip - Unrecoverable Media Errors Detected on Drives","WW PWP RS","Care Center","Parts Only Case","","2025-12-02 07:11 - Erwin Centino Sister (CCE) (External Comments)
Hello PPT,

I would like to open a case for the following component. Please forward all pertinent information below to your assigned Field Engineer and provide HP with his/her name with the contact information. When replying to HP, please always include our case number.
If the item is not currently under PPT contract, please use  ""Customer First"" or ""Service First"" process.
 
Information for Park Place Technologies
 
Region	Account Number
HP Inc. U.S and Brazil
 
Do Not Send Directly to Customer in Latin America.  Please send to your Partner PPT (Brazil or Columbia)	0113364
HP Canada Co.	0129803
HP EMEA	0132608
 
 
HP Case Number	CS21533062
Severity	1-Down ☐; 2-Degraded☒; 3-Replenishment☐
Case Type	1-Proactive☒ ; 2-Break Fix ☐
Press Number	MP513
Company Name	Markono Print
Site Address	18 Pioneer Crescent 628567  SINGAPORE Singapore
Contact Details	Kuma Kumar 
Digital Print Supervisor
Work: +65 62630683
Cell: +65 91993762
kumarran@markono.com 

Customer Dispatch Preference	1-Customer Self-Repair ☒;    2-Dispatch with no FSE Preference ☐
3-Park Place Tech ☐;   4-HP Tech ☐
System Location/ Main Component Description and Model / Serial Number	DFE RACK: MP513PRERIP: ProLiant DL360 Gen10; MXQ2140FKG
 
 
Failed Sub-Component Description and Model	Attached IML Log
Slot=0:Port=1I:Box=1:Bay=4
EH000600JWHPN - 600 GB SAS HDD
Problem Description	 

Parts Request/Onsite Visit Request	Please send replacement
Special Instruction	Please contact HP Call Center for assistance when performing part replacement/repair. HP Call Center can perform proper equipment shutdown and system verification after the repair is complete before the technician leaves customer's site.
 
North America 1.877.431.3693
U.K +44 2034 503769
Email: IHPSCallCenter@hp.com

 



Thanks & Best Regards,
 
Erwin Centino Sister
APJ Technical Solutions Consultant III - Ramp-Up
AP Personalization and Industrial Business Services
HP PPS Asia Pacific Pte. Ltd.

2025-12-02 05:22 - System Administrator (External Comments)
Thank you for subscribing to HP xRServices. HP experts may reach out to utilize your xR device (HoloLens) for remote diagnosis, troubleshooting, inspection, or supervision. Ensure your device is updated, charged and readily accessible for an optimal experience. Appreciate your cooperation!   [code]<a href=""https://www.printos.com/knowledge-zone/#/view/asset/210807"" target=""_blank"">xRServices_guide</a>[/code]

2025-12-02 05:22 - Erwin Centino Sister (CCE) (External Comments)
MP513 PreRip - Unrecoverable Media Errors Detected on Drives. Using this case to engage PPT.

","","","","","","","",""
"3 - Moderate","CS21536515","76980","New","NA West","","ONeil Digital Solutions","0","HP PWI T410","XP12/NBF/Preventive Maintenance","AMS PWI Preventative Maintenance","","PM","","","","","","","","","",""
"3 - Moderate","CS21536813","74400","Work In Progress","CEE","Not MD","Inform Lykos Romania","0","HP PWI T240HD","error 4850 - ipc issue","WW PWP RS","Care Center","Break & Fix","Vision System","2025-12-03 07:51 - Ovidiu Puscas (External Comments)
Good morning.

Yesterday Ovidiu replaced 5189-7167 p.n. but the camera still not working. LED lights are turned on.
Need support. 
Thank you, Cristi.

2025-12-02 19:49 - Ovidiu Puscas (External Comments)
replaced the psu 5189-7167, now the green led on the camera remains on
can you please check again?

2025-12-02 18:47 - Ovidiu Puscas (External Comments)
looks like camera #2 is not powered
i took out the power supply connector and put it back; the green led on the camera flashed a few times, then went off
i'll check for a spare psu and try to replace it

2025-12-02 15:47 - Ovidiu Puscas (External Comments)
thank you, Said

2025-12-02 15:35 - Said Hanafi (RSE) (External Comments)
Hello Ovi checking issue and connecting to the press
best Regards,
Said

","","","","","","","",""
"3 - Moderate","CS21540815","4500","Work In Progress","Italy","Not MD","GHELFI ONDULATI SPA","0","HP PWI T1190","Spare part request","WW PWP RS","Care Center","Break & Fix","3rd Party Inline Devices","2025-12-03 11:20 - Said Hanafi (RSE) (External Comments)
Hello Nicola,
I am checking the part Number for this sensor ( 0854-0615 -  SNSRLEVEL25VA.6A1/2IN NPTPOLY). Could you please share a picture of the sensor so we can proceed with the correct order?
Thank you, much appreciated.
Said

2025-12-03 10:55 - Said Hanafi (RSE) (External Comments)
Ciao Nicola, checking request and proceed , we will keep you informed

2025-12-03 10:53 - System Administrator (External Comments)
Thank you for subscribing to HP xRServices. HP experts may reach out to utilize your xR device (HoloLens) for remote diagnosis, troubleshooting, inspection, or supervision. Ensure your device is updated, charged and readily accessible for an optimal experience. Appreciate your cooperation!   [code]<a href=""https://www.printos.com/knowledge-zone/#/view/asset/210807"" target=""_blank"">xRServices_guide</a>[/code]

","","","","","","","",""
"3 - Moderate","CS21540952","1740","New","Italy","","ELCOGRAF","0","HP PWI T490M","XP301 - Elcograf Magnum Integration ","EMEA PWI IPM Team","","Option","","","","","","","","","",""
"3 - Moderate","CS21532570","127800","Resolved","NA West","Not MD","SG360","0","HP PWI A2200","DP12 - no frame error","WW PWP RS","Care Center","Break & Fix","Press Software","2025-12-02 00:52 - Craig R Merrick (RSE) (External Comments)
Closure notes: rebooted pec

2025-12-02 00:38 - System Administrator (External Comments)
Thank you for subscribing to HP xRServices. HP experts may reach out to utilize your xR device (HoloLens) for remote diagnosis, troubleshooting, inspection, or supervision. Ensure your device is updated, charged and readily accessible for an optimal experience. Appreciate your cooperation!   [code]<a href=""https://www.printos.com/knowledge-zone/#/view/asset/210807"" target=""_blank"">xRServices_guide</a>[/code]

","2025-12-02 00:41 - Craig R Merrick (RSE) (Internal comments)
rebooted pec

","rebooted pec","","","","Press Software","PEC Firmware Issue","Solved by Workaround"
"3 - Moderate","CS21538578","44580","Work In Progress","NA East","Not MD","King Printing Company Inc","0","HP PWI T230","MP206 | B&F | Web Break after loading new paper roll","AMS PWP T2","Field","Break & Fix","Paper Path","","2025-12-02 23:45 - Thiago Andrade (FSE) (Internal comments)
A visit [code]<a href='wm_task.do?sys_id=51871a42c361ba50876cdc11150131d3 'target='_blank'>VST12917197</a>[/code] has been created

2025-12-02 23:43 - Thiago Andrade (FSE) (Internal comments)
MP206 | B&F | Web Break after loading new paper roll

I got onsite Dec/1 and helped operator Steve to investigate a web break. Apparently the new Paper Roll loaded had some damages in the edge causing the web break.

We have inspected paper-path, Idler Rollers, Tension Settings, Load Cell reactions, Tension and Draw Ratio trends and all was showing in a good shape.

I have monitored the press to guarantee the issue would not repeat.

Thiago Andrade

","","","","","","",""
"3 - Moderate","CS21538423","52020","Work In Progress","NA East","Not MD","West Publishing Supply Services","0","HP PWI T485","XP383 / Email / Steel main nip roller on exit of drier 2 is grooved.","AMS PWP T2","Field","Break & Fix","Paper Path","","2025-12-02 21:41 - Phil Robins (RSE) (Internal comments)
A visit [code]<a href='wm_task.do?sys_id=8e2b354ac3a976509db2b610a00131df 'target='_blank'>VST12917094</a>[/code] has been created

","","","","","","",""
"3 - Moderate","CS21536978","73560","New","NA West","","Sun Lithographing and Printing Co","0","HP PWI T250HD","MP239/NBF/Preventive Maintenance","AMS PWI Preventative Maintenance","","PM","","","2025-12-02 15:44 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=5f79e84ac32536504fa5dd1f050131e6'target='_blank'> CSTASK0382260</a>[/code] has been created

","","","","","","",""
"3 - Moderate","CS21537186","45840","Work In Progress","NA East","Not MD","King Printing Company Inc","0","HP PWI T300","SP11 | B&F | DFE not ripping and buffering JDF files sent via Connex","AMS PWP T2","Field","Break & Fix","Press Software","","2025-12-02 23:24 - Thiago Andrade (FSE) (Internal comments)
A visit [code]<a href='wm_task.do?sys_id=74d25e0ec3ed7a50876cdc11150131ab 'target='_blank'>VST12917181</a>[/code] has been created

2025-12-02 23:24 - Thiago Andrade (FSE) (Internal comments)
SP11 | B&F | DFE not ripping and buffering JDF files sent via Connex

 Both presses SP32 and SP11 were shutdown for long weekend - Thanksgiving holiday, so early on Monday, Bowanie called me directly asking for help on it so I tried to help in the phone while driving, so we tried the procedure to clean JDF job history on APP1 but it did not help to solve the issue. 

I got onsite early in the morning in Dec/1 and was able to solve the problem, clearing the JDF job history and running PurgeAll.bat to clear the rips. The files were getting ""rip-failures"". 

I am opening this case to register the problem and apply my labor onsite.

Thank you!

Thiago Andrade

","","","","","","",""
"3 - Moderate","CS21538672","41460","New","NA West","Not MD","SG360","0","HP PWI T485","XP401/BF/There are issues with the Contiweb that cause the press to stop working after the splice process","AMS PWP T2","Field","Break & Fix","Press Hardware - Other","2025-12-03 02:14 - Francisco Forte (FSE) (External Comments)
We are experiencing issues with the Contiweb press, which stops working during the splice process. The interface displays a ""Press Quick Stop"" message, and after 20 seconds, it indicates that the ""Festoon is not ready for splice."" The paper being used is 80 lb with a width of 19 inches.

During troubleshooting, we performed a power cycle and adjusted the thickness with the press operator. After these adjustments, the Contiweb operated smoothly for the first roll splice from #1 to #2. However, when attempting to splice from #2 back to #1, the same error reoccurs, causing the press to stop.

This issue results in significant downtime, particularly on the finishing line, as the operator must rerun the calibration process.

2025-12-03 00:37 - System Administrator (External Comments)
Thank you for subscribing to HP xRServices. HP experts may reach out to utilize your xR device (HoloLens) for remote diagnosis, troubleshooting, inspection, or supervision. Ensure your device is updated, charged and readily accessible for an optimal experience. Appreciate your cooperation!   [code]<a href=""https://www.printos.com/knowledge-zone/#/view/asset/210807"" target=""_blank"">xRServices_guide</a>[/code]

","2025-12-03 00:40 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=c5146286c365ba50876cdc11150131f5'target='_blank'> CSTASK0382498</a>[/code] has been created

2025-12-03 00:37 - Ariel Arroyo (BOA) (Internal comments)


From: Smartsheet Automation <automation@app.smartsheet.com> 
Sent: Tuesday, December 2, 2025 5:35 PM
To: PWP Tier0 Support <dispatchihps@hp.com>
Subject: Changes to Case Request Form: IPCS New Case Request Form

CAUTION: External Email 
 
 		


Changes to Case Request Form: IPCS New Case Request Form



 
 	 	Case Request Form 
 


 
 		 	 
 	Details 	Changes since 12/2/25, 3:33 PM	 
 		 	 
 	1 row added
________________________________________
 	1 row added or updated (shown in yellow) 
	Row 3147
	
Hide this field		
Created		12/02/25, 3:33 PM
Asset Tag		XP401
Region		East
Submitted By:		Francisco Forte PWI Field Service Engineer francisco.forte@hp.com Mobile: +1(773) 391-0105
Type of Request		Case Request
Type of Case Needed		New Case
Asset & Company Name		XP401 SG360
Issue Description/Case Subject		There are issues with the Contiweb that cause the press to stop working after the splice process.
Case Priority		Medium - Critical Degraded
Customer Contact Name		Jason Weninger
Customer Contact Phone Number		
Case Sub Category		3rd Party Inline Devices
Customer Case ID (CDAX / SNOW Case ID)		
Type of Follow up Needed		
Type of Order Needed		New Work Order
Symptom Code		
From Date (One Work Order per Day)		12/02/25
TIll Date		
Additional Note		
Trouble Shooting Actions		
Additional Email Address to Notify		Forte, Francisco
1. SAP Part Number		
1. Part Description		
Shipment Priority		
1. Part Quantity		
2. SAP Part Number 		
2. Part Description		
2. Part Quantity		
3. SAP Part Number		
3. Part Description		
3. Part Quantity		
Repeat issue 		Yes
If Repeat Issue then enter time frame.		
Case Category		
Product Line		UN
Channel		HP Inc
4. SAP Part Number		
4. Part Description		
4. Part Quantity		
5. SAP Part Number		
5. Part Description		
5. Part Quantity		

 	Changes made by web-form@smartsheet.com

________________________________________
You are receiving this email because you are subscribed to a workflow ""IPCS New Case Request Form"" (ID# 1510925338470276) on sheet Case Request Form 
Exclude your changes from all notifications | Unsubscribe 
Powered by Smartsheet Inc. | Privacy Policy | Report Abuse/Spam 
 ‒‒—– ‐   ‐‒‒‐ ‐– ——
 
 


","","","","","3rd Party Inline Devices","Contiweb Issue","Not found"
"3 - Moderate","CS21537783","62340","New","NA West","","Chicago Press Review, Inc (IPG)","0","HP PWI A2200","DP44/NBF/Preventive Maintenance to Be Performed By FSE","AMS PWI Preventative Maintenance","","PM","","","2025-12-02 18:52 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=c6945d06c3a1b650197db45115013193'target='_blank'> CSTASK0382368</a>[/code] has been created

2025-12-02 18:49 - Rodrigo Juarez (RSE) (Internal comments)
Hello,
Could you please assist me in case and WO creation for the attached list of presses. 
All identical case creation, XX in total, with the Latest Start Date Time Customer 30 days from the date of WO creation at 5pm.


New Case
Activity Type : Preventive Maintenance
Priority           : 3 - Normal
Severity          : 3 – Normal
Case Type:   Proactive
Issue Description  : (Press ID) Preventive Maintenance
Symptom Code (Top Category) :  Graphics : PWP: Press
Symptom Code (Sub Category) :  PM / Part Order / Training / Onsite
System Code (Specific Symptom) : Preventive Maintenance Required ( PM / Part Order / Training /Onsite )
Type Of Order Needed : New Work Order
Incident type: Preventative Maintenance 
Work Order Description: (Press ID) Preventative Maintenance 
Work Order Type: Preventative Maintenance


All cases are for "" Preventive Maintenance to Be Performed By FSE""

","","","","","","",""
"3 - Moderate","CS21537762","62940","New","NA West","","Documation LLC","0","HP PWI T250HD","MP29/ Preventative Maintenance","AMS PWI Preventative Maintenance","","PM","","","2025-12-02 18:43 - System (Internal comments)
A case task [code]<a href='/sn_customerservice_task.do?sys_id=a372990a83617650977613b6feaad394'target='_blank'> CSTASK0382362</a>[/code] has been created

2025-12-02 18:39 - Angelica Luna (Internal comments)
Hey @PWP Tier0 Support
 
Could you please assist me in case creations for the attached list of Presses.
All identical case creations , 58 in total.  For 12/1/25. All for the same issue. (See 2 Attachments)
·      New Case
·      Activity Type : Preventive Maintenance
·      Priority           : 3 - Normal
·      Severity          : 3 – Normal
·      Issue Description  :  Preventive Maintenance
·      Symptom Code (Top Category) :  Graphics : PWP: Press
·      Symptom Code (Sub Category) :  PM / Part Order / Training / Onsite
·      System Code (Specific Symptom) : Preventive Maintenance Required ( PM / Part Order / Training /Onsite )
·      Type Of Order Needed : New Work Order


","","","","","","",""
"3 - Moderate","CS21535536","88380","Work In Progress","UKI","Not MD","Mimeo","0","HP PWI T250HD","100 grm paper again","WW PWP RS","Care Center","Break & Fix","Press Software","2025-12-02 18:27 - T250 Operator (External Comments)
any updates please

2025-12-02 14:29 - T250 Operator (External Comments)
ok so last week had an issue with only certain pages moving on 100 grm the errors that are below job just trying to run through hunkler same issue certain pages on 100 grm moving top of form

2025-12-02 13:08 - Said Hanafi (RSE) (External Comments)
Hello Mimeo Team, 
please provide the Job PDF and the TOF marks.
Additionally, Could you please share the alarm number displayed?
Thanks
Said

2025-12-02 12:26 - T250 Operator (External Comments)
ok so re[ postscripted the file this time stopped at 63 sets of 88 no idea what is throwing this out same error

2025-12-02 12:02 - T250 Operator (External Comments)
re postscripted the file going to try to print again will let you no

2025-12-02 11:36 - T250 Operator (External Comments)
had enginneer in last week to fix problem with 100 grm

","","","","","","","",""
"3 - Moderate","CS21539088","27120","New","AP","","Ive Data Driven Communications","0","HP PWI T300","Rip10 HDD failed and needs replacing ","AU PWP T2","","Proactive","","","2025-12-03 04:37 - Hilario Hostallero (FSE) (Internal comments)
Opened a PPT for HDD replacement

","","","","","","",""
